he was born at plessiel , a hamlet of drucat near abbeville , to a long-established family of picardy , the great-nephew of the painter eustache le sueur .	hamlet	town	community	villa	place	small village	village	township	city	house	commune
their quick acceleration makes them suitable for services with short intervals between stations .	suitable	ideal	fit	appropriate	suited	good	useful	apt	perfect	acceptable	comfortable
aung san suu kyi returned to burma in 1988 to take care of her ailing mother .	ailing	ill	dying	dead	deteriorating	failing	wounded	infirm	damaged	unwell	tired
port arthur was also the destination for juvenile convicts , receiving many boys , some as young as nine arrested for stealing toys .	juvenile	young	youth	child	junior	children	underage	baby	kid	teen	teenage
the international re-formed in 1923 , and was reconstituted again , in its present form , after world war ii .	reconstituted	rebuilt	established	created	made new	constructed	organized	reorganized	built up	reconstructed	changed
the amazon basin is the part of south america drained by the amazon river and its tributaries .	tributaries	rivers	streams	adjacent	recipients	supplies	river	subrivers	receivers	contributor	outflows
typically , the biggest difference between film and stage musicals is the use of lavish background scenery which would be impractical in a theater .	lavish	luxurious	opulent	glamorous	exotic	rich	luxury	fancy	pretty	delicate	expensive
following the hassles ' demise in 1969 , he formed the duo attila with hassles drummer jon small .	demise	death	end	decline	dissolution	extinction	declination	destruction	fall	breakup	termination
the first amniotes , such as casineria , resembled small lizards and evolved from amphibian reptiliomorphs about 340 million years ago .	resembled	looked	liked	reminded	appeared	looked like	reminisced	resounded
in 1999 , a world tamil confederation was established to protect and foster tamil culture and further a sense of togetherness amongst tamils in different countries .	foster	support	promote	encourage	protect	develop	help	enhance	preserve	improve	uphold
historically , in the warm mediterranean and middle eastern climates , the courtyard served to accommodate the large number of worshippers during friday prayers .	accommodate	hold	support	welcome	provide	carry	address	serve	hide	adjust	accompany
john mccain polled 62.5 % in the 2008 presidential election while 70.9 % of utahns opted for george w. bush in 2004 .	opted	voted	decided	chosen	choosed	approved	choked	supported	did	had	turned
throughout most of the film , his only true friend , aside from his mother , is the mouse , timothy - a relationship parodying the stereotypical animosity between mice and elephants .	animosity	hostility	hatred	resentment	fear	disliking	love	rejection	antagonism	dislike	anxiety
the band is known for its large line-up , which consists of nine members ; including a vocalist , two guitarists , a bassist , two percussionists in addition to a primary drummer , a sampler , and a turntablist .	vocalist	singer	songwriter	guitarist	musician	pianist	producer	composer	interpreter	performer	keyboardist
digital signatures are equivalent to traditional handwritten signatures in many respects ; properly implemented digital signatures are more difficult to forge than the handwritten type .	forge	change	fake	forget	create	tamper	misuse	alter	modify	crack	hide
triton was revealed to have remarkable active geysers and polar caps .	remarkable	interesting	exceptional	amazing	exceptionally	very	awesome	impressive	extraordinary	notable	important
polar bear fur consists of a layer of dense underfur and an outer layer of guard hairs , which appear white to tan but are actually transparent .	transparent	clear	visible	bright	open	clean	invisible	white	orange	dark	obvious
the most common reason for erecting a khachkar was for votive reasons - for the salvation of the soul of either a living or a deceased person .	deceased	lost	dead	departed	gone	died	forgotten	passed	dying	broken	defunct
scene 2 : the doctor rushes by the captain in the street , who urges him to slow down .	urges	begs	forces	presses	demands	exhorts	reminds	pressures	pushes	calls	compels
the revival of lute in the 20th century revitalized the interest of composers in the instruments of the lute family .	revival	rebirth	return	reign	resurgence	regeneration	revenge	restoration	birth	revamp	emergence
lancelot de carles called her " beautiful with an elegant figure " , and a venetian in paris in 1528 also reported that she was said to be beautiful .	reported	stated	said	told	report	indicated	described	claimed	noted	discussed	mentioned
he is notable as a performer of australian traditional folk songs in an authentic style .	performer	singer	writer	producer	player	recorder	composer	interpreter	musician	presenter	author
the false gharial , also known as the malayan gharial , false gavial , or tomistoma is a fresh-water reptile resembling a crocodile with a very thin and elongated snout , which is thicker than the gharial .	elongated	long	large	lengthened	extended	tall	wide	curved	wavy	lengthy	prolongated
he held several senior positions in the royal flying corps during world war i , serving as the commander of royal flying corps in france from 1915 to 1917 .	senior	upper	higher	major	important	uppermost	superior	high	leader	leading	top
the hush sound is currently on hiatus .	hiatus	pause	interval	rest	break	inactivity	breaks	shutdown	nothing	absent	inactive
monte plata is a province of the dominican republic , and also the name of its capital city . it was split from san crist_bal in 1992 .	province	state	county	region	division	district	city	part	locality	country	section
from 1908 to 1911 he was the principal conductor of the vienna hofoper succeeding gustav mahler ; he retained the conductorship of the vienna philharmonic until 1927 .	retained	held	maintained	remains	retains	had	occupied	has	contained	kept	holds
mexican cinnamon hot chocolate is traditionally served alongside a variety of mexican pastries known as pan dulce and , as in spain , churros .	traditionally	usually	typically	historically	uniquely	classically	always	originally	often	informally	natively
cholera , sometimes known as asiatic or epidemic cholera , is an infectious gastroenteritis caused by enterotoxin-producing strains of the bacterium vibrio cholerae .	strains	species	forms	types	substances	diseases	trains	subtypes	clones	groups	variants
a hurricane struck dominica and puerto rico between july 22 and july 24 .	struck	hit	hurt	fell	touched	burst	brought	damaged	battered	devastated	bathed
in 1975 the old district steinfurt was merged with the district tecklenburg , and together with greven and saerbeck from the former district m_nster the current district was formed .	formed	created	made	established	built	organized	constructed	set up	shaped	designed	drawn
it was discovered by a team of astronomers led by brett j. gladman , et al . in 2003 .	discovered	found		seen	detected	observed	uncovered	rediscovered	spotted	located
city of faizabad is the headquarters of faizabad district and a municipal board in the state of uttar pradesh , india , situated on the banks of river ghaghra .	headquarters	office	quarters	base	center	command	offices	command center	leadership	central	seat
hms guardian set out before the convict ships but struck ice after leaving the cape of good hope , returned to southern africa and was wrecked on the coast .	returned	came	went back	went	arrived	left	turned	return	turned back	come	came back
on 1 october 1983 the pilot project began operations as a full-fledged bank and was renamed the grameen bank to make loans to poor bangladeshis .	full-fledged	fully-fledged	complete	real	proper	full-time	official	professional	full	fully fledged	true
riel sought to preserve mtis rights and culture as their homelands in the northwest came progressively under the canadian sphere of influence .	sought	wanted	tried	wants	seekt	tryed	asked	fought	wished	looked	hoped
they are characterized by spirituality and metaphysical themes , extremely long takes , lack of conventional dramatic structure and plot , and memorable cinematography .	cinematography	filmmaking	cinema	cinematics	movies	movie	drama	film	videography	photography	cinematic
glaciologically , ice age implies the presence of extensive ice sheets in the northern and southern hemispheres ; by this definition we are still in the ice age that began at the start of the pleistocene .	definition	description	meaning	statement	term	name	indication	concept	reference	wording	title
grolangheim is a municipality in the district of kitzingen in bavaria in germany .	municipality	city	community	town	cities	district	locality	county	place	region	township
when a fair weather waterspout makes landfall it quickly dissipates as it loses the inflow of warm air into the vortex .	dissipates	disappears	evaporates	dissolves	disintegrates	displaces	goes away	discontinues	died	disperses	disapplies
after receiving the news of the important award , yunus announced that he would use part of his share of the $ 1.4 million award money to create a company to make low-cost , high-nutrition food for the poor ; while the rest would go toward setting up an eye hospital for the poor in bangladesh .	announced	said	stated	promised	added	admitted	decided	proposed	answered	told	asked
phillip was appointed governor of new south wales , the first european colony on the australian continent , and was the founder of the site which is now the city of sydney .	appointed	elected	selected	named	assigned	designated	nominated	installed	made	placed	signed
after the demise of the whl , however , the stanley cup was awarded exclusively to the nhl playoff champion , and the wales trophy was given to the regular season champion .	exclusively	only	uniquely	just	solely	single	forever	alone	exclusive	included	one-time
italy purchased the city in 1905 and made mogadishu the capital of italian somaliland .	purchased	bought	sold	made	imported	paid	found	owned	invested	buyt	became
the short-beaked echidna is an iconic animal in contemporary australia , notably appearing on the australian five-cent piece and on a $ 200 commemorative coin released in 1992 .	contemporary	modern	current	present	recent	new	real	now	future	historic	progressive
situated 13 miles southeast of seattle , washington , renton straddles the southeast shore of lake washington .	situated	located	placed	sited	set	positioned	found	inside	lie	is situated	near
yass is a prominent area for raising sheep which produce very fine wool due to the soil and climatic conditions of the yass area .	prominent	important	popular	common	central	main	significant	great	well known	very	highly
the interest was so great that developers found themselves advertising the parks rather than their own developments , as the highest prices would exist for the park perceived to be best .	advertising	promoting	publicizing	marketing	publicising	selling	showcasing	promotional	spreading	praising	placing
the romans believed the fumes produced by burning castoreum could induce an abortion ; paracelsus thought it could be used in the treatment of epilepsy ; and medieval beekeepers used it to increase honey production .	produced	created	released	made	generated	extracted	induced	given	used	exposed	delivered
outcast of redwall is a fantasy novel by brian jacques , published in 1995 .	novel	book	story	fiction	work	short story	essay	movie	books	review	saga
with the others bailed out for various food items , tom was the last man standing and won immunity .	various	many	different	a variety	a number	other	unknown	all	several	numerous	multiple
jamie farr is an american television and film actor and popular game show panelist .	panelist	expert	guest	moderator	host	member	actor	speaker	interviewer	coach	presenter
the association of virtue with withdrawal from society - and specifically from cities - was a familiar theme in religious literature .	theme	idea	topic	concept	subject	point	feature	thing	trend	content	story
at the end of each season , a series of playoff games are contested among the top six teams in the nfc , consisting of the four division champions and the two other teams with the best win-loss records .	contested	fought	held	played	disputed	discussed	combatted	fighted	conflicted	blocked	tried
after the partitions of poland in 1794 the area was annexed by prussia .	annexed	adopted	subdivided	acquired	added	absorbed	joined	supplied	removed	subordinated	imported
a british nobleman , lord stanhope , took an interest in hauser and gained custody of him late in 1831 .	gained	got	had	obtained	earned	won	gave	bought	took	reached	learned
simon phillip cowell is an english music executive , television producer and entrepreneur .	entrepreneur	businessman	owner	manager	businessmen	leader	seller	innovator	organizer	business owner	actor
the principal greenhouse , in an art nouveau style with a modern metallic structure , resembles the mid-19th century crystal palace in london .	resembles	looks	reminds	looks like	recalls	likes	remembers	replicates	is	remains	represents
metlink , formerly the met , is the marketing body and umbrella brand for public train , tram and bus transport operators in greater melbourne , victoria , australia .	brand	name	mark	label	image	company	logo	title	product	branding	concept
schoenberg refused , saying " i would only make you a bad schoenberg , and you 're such a good gershwin already . 	refused	rejected	forgot	resisted	forbade	forgave	failed	abandoned	forgoed	turned down	disappointed
however media outlets soon found ways around the ban , initially by the use of subtitles , but later and more commonly by the use of an actor reading his words over the images of him speaking .	initially	at first	first	soon	starting	at least	immediately	very	forever	intentionally	foreign
however , the new king , louis xviii , knew that ideas of nationalism and democracy still lingered in his country ; hence the establishment and signing of the charte constitutionnelle franaise , the french constitution otherwise known as la charte .	hence	so	because	for this	which	that	thus	the reason	thereby	cause	for
in 1639 , williams established a baptist church in providence , rhode island , and clarke began a baptist church in newport , rhode island .	established	built	founded	created	started	set up	had	constructed	placed	formed	developed
while each edition of windows 2000 was targeted to a different market , they share a core set of features , including many system utilities such as the microsoft management console and standard system administration applications .	core	main	essential	basic	common	central	key	base	primary	standard	strong
the battalion is usually part of a regiment , group or a brigade , depending on the organizational model used by that service .	usually	typically	mostly	often	sometimes	always	normally	generally	frequently	most often	almost
intense feelings of resentment trigger the initial retaliation , which causes the other party to feel equally aggrieved and vengeful .	retaliation	punishment	attack	anger	defense	wrath	fightback	victimization	hitback	terror	strike
slipknot is a heavy metal band formed by vocalist and percussionist anders colsefni , guitarists donnie steele and josh " gnar " brainard , bassist paul gray , drummer joey jordison and percussionist shawn crahan , in des moines , iowa .	formed	created	founded	established	organized	made	started	built	organised	joined	emerged
the most recent goaltender to have scored a goal by deliberately shooting the puck into his opponents ' net was evgeni nabokov , in 2002 .	deliberately	intentionally	consciously	carefully	knowingly	systematically	seriously	judiciously	unintentionally	wrongly	wrongfully
these notable synagogues include ; the great synagogue of rome , the new synagogue , the leopoldst_dter tempel , the grand choral synagogue , the great synagogue , the moscow choral synagogue , the great synagogue of florence , the great synagogue , plzen , the great synagogue , the ko ice orthodox synagogue , the novi sad synagogue , the szeged synagogue , the sofia synagogue and the great synagogue of oran .	notable	important	remarkable	great	popular	good	interesting	worthy	famous	noteworthy	significant
the northern and western edges of the cotswolds are marked by steep escarpments down to the severn valley and the warwickshire avon .	escarpments	mountains	cliffs	walls	steps	bumps	rises	peaks	inclines	ridges	cliff faces
the roof of the west stand is corrugated iron this also houses the main television gantry which is accessed from the upper tier seating area by a temporary ladder .	tier	level	floor	section	seat	row	end	side	class	top	most
it gradually decayed into a surface low pressure trough , and developed into two disturbances ; one was centered 290 miles south-southeast of cape cod and another was located 200 miles south of cape hatteras , north carolina .	gradually	slowly	progressively	continually	very slowly	relatively	continuously	quietly	subtly	additionally	quickly
while in cambrai he collaborated with nicolas grenon on a complete revision of the liturgical musical collection of the cathedral , which included writing an extensive collection of polyphonic music for services .	included	meant	also	composed	entails	contained	required	entailed	comprised	including	also included
nevertheless , until the middle of the 20th century , agriculture dominated the canton .	nevertheless	evertheless	not	always	still	but	however	not at all	even so	not necessarily	despite
this category contains articles about albums released on island records .	contains	includes	holds	represents	consists	comprises	collects	hosts	has	features	lists
kasem is best known by name as a music historian and disc jockey , most notably as host of the weekly american top 40 radio program from 1970 to 1988 , and again from march 1998 until january 10 , 2004 , when ryan seacrest succeeded him .	program	show	programme	presentation	channel	report	podcast	interview	feature	programming	talk show
spun yarns may contain a single type of fiber , or be a blend of various types . combining synthetic fibers with natural fibers is very common .	various	different	varying	many	all	multiple	other	unknown	every	similar	unique
the atmosphere was so intense that gring , in a telephone call that evening , stated : " there is unbelievable jubilation in austria .	stated	said	told	reported	expressed	claimed	described	discussed	remarked	proposed	wrote
several other hollywood films are also believed to have been inspired by bollywood films .	inspired	influenced	shaped	informed	motivated	sparked	impressed	helped	created	inspirated	led
the island of ireland lies only 30 k from the southwestern peninsula of kintyre ; norway is 305 k to the east and the faroes , 270 k to the north .	peninsula	coast	region	end	border	zone	shoreline	limit	continent	edge	mountains
the kingdom of the franks under charlemagne was particularly hard-hit by these raiders , who could sail down the seine with near impunity .	impunity	punishment	innocence	safety	protection	freedom	death	nothingness	immunity	accountability	impartiality
during its boom times , beechworth town boasted a range of industries including , a tannery , jewellers , boot makers , a brewery , blacksmiths , livestock sale yards .	livestock	animal	animals	food	fish	meat	stock	land	farm animals	beef	pigs
traditionally , after a long period of consuming gimjang kimchi during the winter , fresh potherbs and vegetables were popular for making kimchi . these kinds of kimchi were not fermented or even stored for long periods of time but were consumed fresh .	period	time	season	span	month	term	year	during	session	distance
on 5 february 2007 , apple inc. and apple corps announced a settlement of their trademark dispute under which apple inc. will own all of the trademarks related to " apple " and will license certain of those trademarks back to apple corps for their continued use .	announced	agreed	said	confirmed	proposed	admitted	advertised	answered	unveiled	publicized	adopted
canadian english is the variety of english used in canada . more than 26 million canadians have some knowledge of english .	variety	type	varieties	range	style	variation	form	various	shape	kind	variance
the books were later adapted into a television series and a feature film .	adapted	transformed	converted	modified	translated	turned	made	created	reproduced	made into	developed
the mtr was immediately popular with residents of hong kong ; as a result , subsequent lines have been built to cover more territory . there are continual debates regarding how and where to expand the mtr network .	immediately	instantly	very	soon	quickly	shortly	right away	instantaneously	almost	as soon as	nearly
this is a considerably higher total than that of any other european country .	considerably	significantly	substantially	slightly	considerable	very	really	highly	reasonably	importantly	much
his reign spanned the years from 809 through 823 .	spanned	lasted	covered	spread	crossed	continued	covers	ran	extended	went on	bounded
in 1269 it was the seat of a famous battle during the wars of guelphs and ghibellines and in 1479 it was besieged by neapolitan troops .	besieged	occupied	taken over	attacked	surrounded	held	seized	blocked	conquered	captured	encircled
once a flourishing saxon riverport , it lies in the waveney valley and is a popular boating center .	lies	is	hangs	is located	stands	lie	resides	places	locates	exists	is situated
then cogswell asked gallaudet to travel to europe to study methods for teaching deaf students , especially those of the braidwood family in edinburgh , scotland .	travel	go	visit	move	journey	be	stay	return	come	get	walk
swiss cheese is a generic name common to many countries for several related varieties of cheese which resemble the swiss emmental .	resemble	look	remind	really	reflect	share	like	remember	look like	appear	have
fiction records is a uk formerly indie label , now wholly owned by polydor a subsidiary of universal music group , started by chris parry in 1978 that is best known as being the home of the cure for over 20 years .	owned	controlled	own	run	held	managed	operated	possessed	maintained	sold	occupied
the sculpture was made from the same weathering steel as the angel of the north sculpture , which gradually develops a tightly adhering oxide layer as it is exposed to the elements .	gradually	slowly	progressively	over time	continuously	very slowly	continually	quickly	relatively	step by step	manually
valzacchi and annina now offer their services to him .	services	help	service	support	products	care	expertise	solutions	work	tools	assistance
because carbon dioxide is released at a faster rate through the acid-base reaction than through fermentation , breads made by chemical leavening are called quick breads .	released	emitted	expelled	displayed	given up	moved	produced	delivered	extracted	generated	given away
as an adult , he was charged with a long list of crimes , including possession of counterfeit money , loitering and prowling , burglary , kidnapping and armed robbery .	loitering	stealing	running	hanging out	hanging	stuffing	sitting	snatching	stumbling	worrying	troubling
it was founded where the nascent sydney to melbourne road crossed water in the form of the yass river .	nascent	new	beginning	developing	starting	emerging	early	growing	infancy	infant	undeveloped
heights are measured to the structural height , which includes architectural elements , but not communications spires or antennas , per the guidelines of the council on tall buildings and urban habitat .	includes	comprises	contains	including	represents	encloses	covers	comprised	means	consists	entails
the dam was completed in 1974 and was designed to store water from the indus river for irrigation and flood control , and for the generation of hydro-electric power .	designed	built	made	planned	constructed	created	engineered	developed	planted	prepared	crafted
xanten is also a popular filming location and the site of many concerts .	site	location	place	venue	spot	area	scene	home	ground	where	background
loch ness is best known for the alleged sightings of the legendary loch ness monster , also known as " nessie " .	legendary	famous	historic	great	remarkable	heroic	unique	superior	true	eminent	unknown
security-enhanced linux is a linux feature that provides a mechanism for supporting access control security policies , including u.s. department of defense style mandatory access controls , through the use of linux security modules in the linux kernel .	provides	supports	offers	helps	allows	creates	gives	supplies	serves	enables	implements
it lies on the southern side of lake constance .	lies	is	hangs	sits	lie	stands	lives	remains	lays	exists	dwells
the croatia national football team represents the republic of croatia in international football .	represents	presents	represent	represented	includes	speaks	does	supports	is		representing
it is rare and valuable in finer grades and has been prized as a gem and ornamental stone for thousands of years owing to its unique hue .	hue	color	colour	tone	blue	red	grey	look	style	feel	skin
a tuning fork or electronic tuning device may be used as a reference pitch , though in ensemble rehearsals often a piano is used .	reference	point	standard	source	preference	referencing	guide	base	marker	target	example
peter became extratropical on december 11 , and was absorbed by a cold front shortly thereafter .	thereafter	after	following	soon	subsequently	next	nearly	then	during	upon	followed
in 2003 , dushku appeared in wrong turn , a horror film in which she had the starring role , and the kiss , an independent comedy-drama .	appeared	appears	came	apparared	starred	started	made an appearance	apparaised	popped up	became	appared
his fighting style is primarily judo but has been modified to fight without the use of a judogi .	primarily	mainly	mostly	largely	most	essentially	basically	only	particularly	firstly	the majority
in 1901 , an independent governor was again appointed .	appointed	elected	selected	named	assigned	hired	chosen	approved	designated	signed	installed
the album primarily deals with social issues that the band points on through various songs .	points	talks	speaks	shows	focuses	discusses	reflects	says	hits	focus	represents
a state religion is a religious body or creed officially endorsed by the state .	endorsed	approved	accepted	supported	recommended	validated	backed	affirmed	proposed	promoted	confirmed
it initially was completely dark , but as voyager 2 approached the planet , a bright core developed and can be seen in most of the highest-resolution images .	initially	at first	originally	as soon as	totally	first	at the beginning	fortuitously	immediately	initial	soon
according to kojiki , the entrance to yomi lies in izumo province and was sealed off by izanagi-no-mikoto upon his flight from yomi , at which time he permanently blocked the entrance by placing a massive boulder at the base of the slope that leads to yomi . upon his return to ashihara-no-nakatsukuni , izanagi noted that yomi is a " polluted land " .	placing	putting	setting	moving	mounting		throwing	laying	pushing	creating	installing
its status as an official geological period was ratified in 2004 by the international union of geological sciences , making it the first new geological period declared in 120 years .	ratified	approved	accepted	affirmed	validated	endorsed	certified	reaffirmed	adopted	officially approved	agreed
nearby there is the goobang national park , and peak hill which features an open cut mine that can be toured during holidays .	features	has	presents	offers	showcases	represents	contains	holds	hosts	includes	consists of
good friday , also called holy friday , black friday , or great friday , is a holiday observed primarily by adherents to christianity commemorating the crucifixion of jesus and his death at calvary .	primarily	mainly	mostly	largely	usually	principally	firstly	only	exclusively	especially	particularly
as of , it lies at latitude 66 33 39 south of the equator .	lies	is	hangs	lie	sits	stands	floats	lives	flies	resides	dwells
during the first boer war , the city was besieged by republican forces in december 1880 and march 1881 .	besieged	occupied	blocked	attacked	taken over	surrounded	sacked	held	seized	encircled	wounded
one of the defining aspects of the nintendo gamecube is the rejuvenated relationship between nintendo and its licensees . unlike previous generations in which nintendo was seen by some as bullying its third-party game developers , nintendo openly sought game-development aid on the nintendo gamecube .	rejuvenated	new	updated	revived	modernized	refreshed	fresh	improved	restored	reformed	refined
montgomery county of the u.s. state of maryland is situated just north of washington , d.c. and southwest of baltimore .	situated	located	placed	set	positioned	sited	location	allocated	near	inside	
the birthday cake is traditionally highly decorated , and typically covered with lit candles when presented , the number of candles signifying the age of the celebrant .	traditionally	usually	typically	historically	always	habitually	often	customarily	uniquely	very	mostly
in wales , four church of england dioceses were disestablished in 1920 , becoming separated from the church of england in the process and subsequently becoming the church in wales .	separated	divided	distinguished	cut off	broken off	apart	distinct	separating	different	disconnected	broken
the true cross is the name for physical remnants which , by a christian tradition , are believed to be from the cross upon which jesus was crucified .	remnants	remains	scraps	scratches	relics	pieces	parts	marks	bones	objects	debris
seafloor spreading occurs at mid-ocean ridges , where new oceanic crust is formed through volcanic activity and then gradually moves away from the ridge .	gradually	progressively	continuously	relatively	slowly	continually	very slowly	manually	eventually	step by step	deliberately
it reached a peak position of number thirty-seven on the billboard hot modern rock tracks chart .	reached	hit	attained	gained	had	arrived	landed	got	reach	held	seen
the shinto pantheon alone consists of an uncountable number of kami .	consists	contains	comprises	is made up	comes	includes	consist	is	represents	comprised	has
business development manager strategic alliances This individual will be responsible for coordinating , negotiating , launching , and managing Accuity 's partner relationships .	managing	monitoring	management	supervising	controlling	directing	handling	running	governing	guiding	planning
it is relatively simple to find lenses which will maintain reasonably good central resolution the central resolution , but thus far , I have not been able to achieve an edge resolution better than about 0.1 mm with " off the shelf " lenses .	thus	so	as	there	thereby	that	since	this	not	how	unfortunately
the calculation is based on the loan 's original principal , so Fellows who are not recent graduates , and thus have been making loan payments , are treated the same as new graduates .	thus	have	since	thereby	as	because	that	already	had	therefore	recently
thus for example , ophthalmologists will need to know in a given population how many people of a particular age group and/or sex will suffer a retina detachment in the course of a year .	thus	so	thereby	as	that	such	how	this	there	by	which
although he 's pitched 200 innings for the first time since Mike had a girlfriend ( 200 innings being 6 more than any Met has pitched this season thus far ) , Pedro has , again , seemed annoyingly off-balance lately .	thus	so	so far	to date	since	this	now	for	this far	that	up to now
grey 's reformist doctrines can thus be seen , not as an attempt to set out on the road to democracy , but as a means to strengthen the power of his own class , the aristocracy .	thus	thereby	be seen	as	such	then	also	this	by	show	there
a clear imperative thus confronts American progressives -- that intricate ( and frequently fragile ) web of communities comprised of people of color , feminists , gays and lesbians , the poor and working class , as well as ethnic whites who value ethnicity , indeed all who have been systematically disenfrancised and dehumanized under the once ascendant " traditional values " of pre-Civil Rights America .	thus	so	that	thereby	there	this	such	is	therefore
we struggle to think of any other minority group in society who would be so easily and conveniently stereotyped and are saddened that law abiding , genuine football supporters of both sexes , all ages and backgrounds who want to stand are thus thought of and portrayed as would be hooligans merely because they prefer to stand .	thus	as	likely	that	thereby	such	also	considered	not	so	therefore
the kind of control he exercises is thus likely to be limited to " passive " control such as inspection of produced goods and testing to insure that quality standards are being met .	thus	so	thereby	as	that	such	this	more	really	for	becoming
